tier	owner	function	file
F_DEAD	LaneQuarantineRegistry6411	expireAll	engine/truth/LaneQuarantineRegistry6411.kt
F_DEAD	LaneShadowProofLoop	allowLaneResume	engine/LaneShadowProofLoop.kt
F_DEAD	LaneStrategyEvaluator	transform	engine/LaneStrategyEvaluator.kt
F_DEAD	LaneTag	isMeme	engine/LaneTag.kt
F_DEAD	LayerBrain	rawProb	engine/LayerBrain.kt
F_DEAD	LayerBrain	totalTrained	engine/LayerBrain.kt
F_DEAD	LayerLaneRegistry	singleLaneLayerCount	v3/scoring/LayerLaneRegistry.kt
F_DEAD	LayerTransitionManager	getCurrentLayer	v3/scoring/LayerTransitionManager.kt
F_DEAD	LayerTransitionManager	getLayerState	v3/scoring/LayerTransitionManager.kt
F_DEAD	LayerTransitionManager	tierFloorsFor	v3/scoring/LayerTransitionManager.kt
F_DEAD	LayerVoteStore	drainVotes	learning/LayerVoteStore.kt
F_DEAD	LayerVoteStore	purgeStale	learning/LayerVoteStore.kt
F_DEAD	LearnedAdmissionAuthority6846	laneOwnerWeights	engine/truth/LearnedAdmissionAuthority6846.kt
F_DEAD	LearnerRewardBridge6440	finalizedMultiplier6486	engine/truth/LearnerRewardBridge6440.kt
F_DEAD	LearnerRuntimeBudgetGuard6441	beginSlice	engine/truth/LearnerRuntimeBudgetGuard6441.kt
F_DEAD	LearnerRuntimeBudgetGuard6441	endSlice	engine/truth/LearnerRuntimeBudgetGuard6441.kt
F_DEAD	LearnerRuntimeBudgetGuard6441	noteProgress	engine/truth/LearnerRuntimeBudgetGuard6441.kt
F_DEAD	LearningMetrics	recentEvents	v3/learning/LearningStore.kt
F_DEAD	LearningPnlSanitizer	isTrainablePct	engine/LearningPnlSanitizer.kt
F_DEAD	LearningPnlSanitizer	isTrainableTrade	engine/LearningPnlSanitizer.kt
F_DEAD	LearningQuarantine6450	evaluateCohort	engine/truth/LearningQuarantine6450.kt
F_DEAD	LegacyReplayIsolation6630	setMigrationAuthorized6630	engine/truth/LegacyReplayIsolation6630.kt
F_DEAD	LegalAgreementManager	getAcceptanceTimestamp	collective/LegalAgreementManager.kt
F_DEAD	LegalAgreementManager	hasAcceptedAgreement	collective/LegalAgreementManager.kt
F_DEAD	LegalAgreementManager	needsReacceptance	collective/LegalAgreementManager.kt
F_DEAD	LeveragePreference	isLeveragePreferred	engine/LeveragePreference.kt
F_DEAD	LeveragePreference	setLeveragePreferred	engine/LeveragePreference.kt
F_DEAD	LeverageSurvivalAI	getAllowedLeverage	v4/meta/LeverageSurvivalAI.kt
F_DEAD	LiquidityBucketRouter	isModeAppropriate	engine/LiquidityBucketRouter.kt
F_DEAD	LiquidityClassifier	isBondingCurveQuote	engine/LiquidityClassifier.kt
F_DEAD	LiquidityCycleAI	isOutflowing	v3/scoring/LiquidityCycleAI.kt
F_DEAD	LiquidityDepthAI	getEntryLiquidity	engine/LiquidityDepthAI.kt
F_DEAD	LiquidityExitPathAI	estimateRoundTripSlippagePct	v3/scoring/LiquidityExitPathAI.kt
F_DEAD	LiquidityFragilityAI	getMaxSafeSize	v4/meta/LiquidityFragilityAI.kt
F_DEAD	LiquidityFragilityAI	getMaxSafeSizeFor	v4/meta/LiquidityFragilityAI.kt
F_DEAD	LiquidityFragilityAI	isTradeAllowed	v4/meta/LiquidityFragilityAI.kt
F_DEAD	LiquidityFragilityAI	recordBreakout	v4/meta/LiquidityFragilityAI.kt
F_DEAD	LiquidityFragilityAI	recordWick	v4/meta/LiquidityFragilityAI.kt
F_DEAD	LiveBuyAdmissionGate	evaluateForTest	engine/sell/LiveBuyAdmissionGate.kt
F_DEAD	LiveCanaryMode6411	forceMinSize	engine/truth/LiveCanaryMode6411.kt
F_DEAD	LiveCanaryMode6411	maxConcurrentLiveBuys	engine/truth/LiveCanaryMode6411.kt
F_DEAD	LiveCanaryMode6411	recordCleanConfirm	engine/truth/LiveCanaryMode6411.kt
F_DEAD	LiveCanaryMode6411	recordInvariantFailure	engine/truth/LiveCanaryMode6411.kt
F_DEAD	LiveContinuityPolicy6392	buildFrom	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	byState	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	decisionHierarchyOrder	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	expectedLossPct	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	findOrAttach	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	idempotentResult	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	isBluechip	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	markExpired	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	maxDelayMs	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	maximumBuySol	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	pendingExposureLamports	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	quarantinedFor	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	recordBroadcast	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	recordProviderQuarantine	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	resolveLaneForUnknown	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveContinuityPolicy6392	singleActivePositionInvariant	engine/truth/LiveContinuity6392.kt
F_DEAD	LiveEntrySafetyHold	currentFloorAdjustment	engine/LiveEntrySafetyHold.kt
F_DEAD	LiveEntrySafetyHold	resetGovernorWindow	engine/LiveEntrySafetyHold.kt
F_DEAD	LiveEntryThresholdAuthority6396	parityCheck	engine/truth/LiveEntryThresholdAuthority6396.kt
F_DEAD	LiveEntryThresholdAuthority6396	positiveLaneRelax	engine/truth/LiveEntryThresholdAuthority6396.kt
F_DEAD	LiveExecutionGate	buyCompleted	engine/LiveExecutionGate.kt
F_DEAD	LiveExecutionReadiness6411	toTile	engine/truth/LiveExecutionReadiness6411.kt
F_DEAD	LiveExitOnlyMode6387	currentIndex	engine/truth/LiveTruthExitAuthority6387.kt
F_DEAD	LiveExitOnlyMode6387	evaluateHealth	engine/truth/LiveTruthExitAuthority6387.kt
F_DEAD	LiveExitOnlyMode6387	isConfirmedZero	engine/truth/LiveTruthExitAuthority6387.kt
F_DEAD	LiveExitOnlyMode6387	isJobActive	engine/truth/LiveTruthExitAuthority6387.kt
F_DEAD	LiveExitOnlyMode6387	neverResetOnLaneReassignment	engine/truth/LiveTruthExitAuthority6387.kt
F_DEAD	LiveExitOnlyMode6387	rankSources	engine/truth/LiveTruthExitAuthority6387.kt
F_DEAD	LiveExitOnlyMode6387	requiresReset	engine/truth/LiveTruthExitAuthority6387.kt
F_DEAD	LiveExitOnlyMode6387	tryAdvance	engine/truth/LiveTruthExitAuthority6387.kt
F_DEAD	LiveGrowthCompounder6416	liveBaselineSolOrNull	engine/truth/LiveGrowthCompounder6416.kt
F_DEAD	LiveGrowthCompounder6416	paperBaselineSolOrNull	engine/truth/LiveGrowthCompounder6416.kt
F_DEAD	LiveLaneGovernor	preBuyBleederPause	engine/LiveLaneGovernor.kt
F_DEAD	LiveLaneGovernor	preBuyBleederPauseWithSetup	engine/LiveLaneGovernor.kt
F_DEAD	LiveLaneGovernor	releaseLane	engine/LiveLaneGovernor.kt
F_DEAD	LiveLayerGateRelaxer	floorMultiplierForToken	engine/LiveLayerGateRelaxer.kt
F_DEAD	LiveLayerGateRelaxer	setMultiplier	engine/LiveLayerGateRelaxer.kt
F_DEAD	LivePipelineTrace6431	bumpStage	engine/truth/LivePipelineTrace6431.kt
F_DEAD	LivePositionCloseAuthority	isUntrustedRpc	engine/sell/LivePositionCloseAuthority.kt
F_DEAD	LiveProbeEntry	activeProbeCount	engine/LiveProbeEntry.kt
F_DEAD	LiveProbeEntry	hasActiveProbe	engine/LiveProbeEntry.kt
F_DEAD	LiveProbeEntry	probeSizeFor	engine/LiveProbeEntry.kt
F_DEAD	LiveProviderQuorum	hostDegraded	engine/LiveProviderQuorum.kt
F_DEAD	LiveProviderQuorum	hostHealthy	engine/LiveProviderQuorum.kt
F_DEAD	LiveRestoreExecutionPolicy	breakEvenCheck	engine/LiveRestoreExecutionPolicy.kt
F_DEAD	LiveSafetyCircuitBreaker	sessionPnlSol	engine/LiveSafetyCircuitBreaker.kt
F_DEAD	LiveSafetyCircuitBreaker	sessionStartSol	engine/LiveSafetyCircuitBreaker.kt
F_DEAD	LiveSafetyCircuitBreaker	sessionStartedAt	engine/LiveSafetyCircuitBreaker.kt
F_DEAD	LiveSafetyFlags	totalRaised	engine/sell/LiveSafetyFlags.kt
F_DEAD	LiveSizingProfile	applyCompoundFloor	engine/LiveSizingProfile.kt
F_DEAD	LiveSizingProfile	dailyRampMultiplier	engine/LiveSizingProfile.kt
F_DEAD	LiveSizingProfile	dailyRealizedPnlPct	engine/LiveSizingProfile.kt
F_DEAD	LiveSizingProfile	gateSizeMult	engine/LiveSizingProfile.kt
F_DEAD	LiveStylePivotRouter	canLiveAdaptiveRelease	engine/LiveStylePivotRouter.kt
F_DEAD	LiveStylePivotRouter	cleanProofForRelease	engine/LiveStylePivotRouter.kt
F_DEAD	LiveStylePivotRouter	laneLocalStyleFrom	engine/LiveStylePivotRouter.kt
F_DEAD	LiveStylePivotRouter	liveBootstrapGreen	engine/LiveStylePivotRouter.kt
F_DEAD	LiveWalletReconciler	isStarted	engine/sell/LiveWalletReconciler.kt
F_DEAD	LiveWalletReconciler	lastBuySignature	engine/sell/LiveWalletReconciler.kt
F_DEAD	LiveWalletReconciler	lastRunMs	engine/sell/LiveWalletReconciler.kt
F_DEAD	LiveWalletReconciler	skippedDueToCooldown	engine/sell/LiveWalletReconciler.kt
F_DEAD	LiveWalletReconciler	totalRuns	engine/sell/LiveWalletReconciler.kt
F_DEAD	LiveWalletReconciler	totalUpdated	engine/sell/LiveWalletReconciler.kt
F_DEAD	LiveWinDNAStore	losingLaneFrequency	engine/LiveWinDNAStore.kt
F_DEAD	LiveWinDNAStore	routeFrequency	engine/LiveWinDNAStore.kt
F_DEAD	LlmLabEngine	requestTransferToMainPaper	engine/lab/LlmLabEngine.kt
F_DEAD	LlmLabStore	adjustLiveBalance	engine/lab/LlmLabStore.kt
F_DEAD	LlmLabStore	getLiveBalance	engine/lab/LlmLabStore.kt
F_DEAD	LocalOrphanStore	reconcileAll	collective/LocalOrphanStore.kt
F_DEAD	LockDiagnosticsTracker	inFlight	engine/diagnostics/LockDiagnosticsTracker.kt
F_DEAD	LoopCycleEmergencyEvict6352	totalShedCount	engine/LoopCycleEmergencyEvict6352.kt
F_DEAD	LosingStreakReflex6439	consecutiveWinsNow	engine/truth/LosingStreakReflex6439.kt
F_DEAD	ManipulatedTraderAI	getFluidMaxAge	v3/scoring/ManipulatedTraderAI.kt
F_DEAD	ManipulatedTraderAI	getFluidPositionSize	v3/scoring/ManipulatedTraderAI.kt
F_DEAD	ManipulatedTraderAI	noEnter	v3/scoring/ManipulatedTraderAI.kt
F_DEAD	MarkAuthorityInvalidLatch6499	reasonOf	engine/truth/MarkAuthorityInvalidLatch6499.kt
F_DEAD	MarketMarkGate6635	refuseBasisMutation6635	engine/truth/MarketMarkGate6635.kt
F_DEAD	MarketRegimeAI	getRegimeDurationMinutes	engine/MarketRegimeAI.kt
F_DEAD	MarketRegimeAI	getRegimeInfo	engine/MarketRegimeAI.kt
F_DEAD	MarketStructureRouter	fluidMin	v3/modes/MarketStructureRouter.kt
F_DEAD	MarketStructureRouter	getAIWeights	v3/modes/MarketStructureRouter.kt
F_DEAD	MarketStructureRouter	getRawPositionParams	v3/modes/MarketStructureRouter.kt
F_DEAD	MarketStructureRouter	isSuitableForLiquidity	v3/modes/MarketStructureRouter.kt
F_DEAD	MarketsLiveExecutor	closeFlashPosition	perps/MarketsLiveExecutor.kt
F_DEAD	MarketsLiveExecutor	closeLivePosition	perps/MarketsLiveExecutor.kt
F_DEAD	MarketsLiveExecutor	collectTradingFeePublic	perps/MarketsLiveExecutor.kt
F_DEAD	MarketsLiveExecutor	getSuccessRate	perps/MarketsLiveExecutor.kt
F_DEAD	MarketsLiveExecutor	getTotalExecutions	perps/MarketsLiveExecutor.kt
F_DEAD	MarketsLiveExecutor	getTotalFeesCollected	perps/MarketsLiveExecutor.kt
F_DEAD	MarketsScanner	advancedScan	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getCategoryStats	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getChinaStocks	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getEuropeStocks	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getGoldMiners	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getJapanStocks	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getSilverMiners	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getTopGainers	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getTopLosers	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	getTotalAssetsCount	perps/MarketsScanner.kt
F_DEAD	MarketsScanner	scanCategory	perps/MarketsScanner.kt
F_DEAD	MathematicalEdgeEngine	captureFill	engine/MathematicalEdgeEngine.kt
F_DEAD	MemeEntryCoordinator6621	probeAliasing6621	engine/truth/MemeEntryCoordinator6621.kt
F_DEAD	MemeEntryCoordinator6621	submitMemeSpecialistEntry6621	engine/truth/MemeEntryCoordinator6621.kt
F_DEAD	MemeExecutionIntent6621	byAttemptId	engine/truth/MemeExecutionIntent6621.kt
F_DEAD	MemeExecutionIntent6621	matchesTicketDimensions	engine/truth/MemeExecutionIntent6621.kt
F_DEAD	MemeExecutionIntent6621	validateTicketRestore6621	engine/truth/MemeExecutionIntent6621.kt
F_DEAD	MemeExecutionRouteStack	confirm	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	confirmationSource	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	emitStartupCoverageGauge6386	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	failureClass	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	failureClass	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	finalProvider	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	markMintUnsupported	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	oldThreeRouteCollapse	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	providerFail	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	providerOrder	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	providerSuccess	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	providersUsedForIntel	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	quoteOrBuild	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	senderFail	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	senderOrder	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	senderSuccess	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	supports	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeExecutionRouteStack	supports	engine/execution/MemeExecutionRouteStack.kt
F_DEAD	MemeMintRegistry	evictStale	engine/MemeMintRegistry.kt
F_DEAD	MemeMintRegistry	touchBulk	engine/MemeMintRegistry.kt
F_DEAD	MemePipelineTracer	positionCapCheck	engine/MemePipelineTracer.kt
F_DEAD	MemeSellFinality6620	recordConfirmed6620	engine/truth/MemeSellFinality6620.kt
F_DEAD	MemeSellFinality6620	recordKeptOpen6620	engine/truth/MemeSellFinality6620.kt
F_DEAD	MemeSellFinality6620	recordStateReleasedWithoutConfirmation6620	engine/truth/MemeSellFinality6620.kt
F_DEAD	MemeTraderFullAuditSweeper	openItems	engine/MemeTraderFullAuditSweeper.kt
F_DEAD	MemeVenueRouter	preferPumpNative	engine/sell/MemeVenueRouter.kt
F_DEAD	MemeVenueRouter	preferPumpNative	engine/sell/MemeVenueRouter.kt
F_DEAD	MetaCognitionAI	getLayerDashboard	v3/scoring/MetaCognitionAI.kt
F_DEAD	MintIntegrityGate	isSilentStablePark	engine/execution/MintIntegrityGate.kt
F_DEAD	MintWorkCoordinator6450	acquireOrAttach	engine/truth/MintWorkCoordinator6450.kt
F_DEAD	ModeRouter	mapToExtendedMode	engine/ModeRouter.kt
F_DEAD	ModeSpecificGates	applyMultiplier	engine/ModeSpecificGates.kt
F_DEAD	ModeSpecificScanners	getCached	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	getMinBuyPressure	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	getMinDipDepth	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	getMinImpulse	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	scanBreakout	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	scanFreshLaunch	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	scanGraduation	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	scanLiquidityRegime	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	scanReversal	engine/ModeSpecificScanners.kt
F_DEAD	ModeSpecificScanners	scanSmartWallet	engine/ModeSpecificScanners.kt
F_DEAD	MoonshotTraderAI	cleanCollectiveWinners	v3/scoring/MoonshotTraderAI.kt
F_DEAD	MoonshotTraderAI	getDailyHundredX	v3/scoring/MoonshotTraderAI.kt
F_DEAD	MoonshotTraderAI	getDailyTenX	v3/scoring/MoonshotTraderAI.kt
F_DEAD	MoonshotTraderAI	recordCollectiveWinner	v3/scoring/MoonshotTraderAI.kt
F_DEAD	MultiChainWalletGenerator6546	fromMnemonic	engine/MultiChainWalletGenerator6546.kt
F_DEAD	MultiHorizonHolding6405	horizonFor	engine/truth/MultiHorizonHolding6405.kt
F_DEAD	NarrativeDetectorAI	detectAllNarratives	engine/NarrativeDetectorAI.kt
F_DEAD	NetworkSignalAutoBuyer	getDailyRemaining	perps/NetworkSignalAutoBuyer.kt
F_DEAD	NewsShockAI	getSlope	v3/scoring/NewsShockAI.kt
F_DEAD	NoHardScoreEntryGateGuard6400	setHardGateActive	engine/truth/NoHardScoreEntryGateGuard6400.kt
F_DEAD	NoTradeObservationStore	totalSamples	engine/learning/NoTradeObservationStore.kt
F_DEAD	OpenPnlSanity	nearScale	engine/OpenPnlSanity.kt
F_DEAD	OrderFlowImbalanceAI	getCumulativeDelta	v3/scoring/OrderFlowImbalanceAI.kt
F_DEAD	OrderFlowImbalanceAI	isAbsorbing	v3/scoring/OrderFlowImbalanceAI.kt
F_DEAD	OrderSizeResolver6441	updatePaperExecutableMinimumSol	engine/truth/OrderSizeResolver6441.kt
F_DEAD	OrthogonalSignals	calculateCorrelationAwareWeights	engine/OrthogonalSignals.kt
F_DEAD	OrthogonalSignals	calculateCrossTokenCorrelation	engine/OrthogonalSignals.kt
F_DEAD	OrthogonalSignals	calculateVolumeAnomaly	engine/OrthogonalSignals.kt
F_DEAD	OrthogonalSignals	computeAssessment	engine/OrthogonalSignals.kt
F_DEAD	OwnershipClassification6391	byMint	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	completePlan	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	distribution	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	forceArm	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	hasAnyProof	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	isValidEvent	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	matrix	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	openMintCount	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	provenBotExposure	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	redactedSchema	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	shouldJournal	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	OwnershipClassification6391	terminal	engine/truth/SellOnlyHoldRepair6391.kt
F_DEAD	PairPriceIdentity6395	registerChainDecimals	engine/truth/PairPriceIdentity6395.kt
F_DEAD	PaperAccountLedger6430	canAffordBuy	engine/truth/PaperAccountLedger6430.kt
F_DEAD	PaperAccountLedger6430	hasPersistentState6487	engine/truth/PaperAccountLedger6430.kt
F_DEAD	PaperAccountLedger6430	onBuyProvenanced6737	engine/truth/PaperAccountLedger6430.kt
F_DEAD	PaperAccountLedger6430	onPositionPurged	engine/truth/PaperAccountLedger6430.kt
F_DEAD	PaperAccountReplay6461	replayForTest	engine/truth/PaperAccountReplay6461.kt
F_DEAD	PaperCapitalAuthority6577	accountId	engine/truth/PaperCapitalAuthority6577.kt
F_DEAD	PaperCapitalAuthority6577	invariantCounts	engine/truth/PaperCapitalAuthority6577.kt
F_DEAD	PaperCapitalAuthority6577	openMarketValueSol	engine/truth/PaperCapitalAuthority6577.kt
F_DEAD	PaperCapitalAuthority6577	probeDebitReservation	engine/truth/PaperCapitalAuthority6577.kt
F_DEAD	PaperCapitalAuthority6577	probeEquityConservation	engine/truth/PaperCapitalAuthority6577.kt
F_DEAD	PaperCapitalAuthority6577	probeUiCash	engine/truth/PaperCapitalAuthority6577.kt
F_DEAD	PaperCapitalAuthority6577	resetInvariantsForTest	engine/truth/PaperCapitalAuthority6577.kt
F_DEAD	PaperCapitalAuthority6577	totalEquitySol	engine/truth/PaperCapitalAuthority6577.kt
F_DEAD	PaperCatastrophicCloseIdempotency6497	isClaimed	engine/truth/PaperCatastrophicCloseIdempotency6497.kt
F_DEAD	PaperEconomicAtomicCommit6632	bothStamped	engine/truth/PaperEconomicAtomicCommit6632.kt
F_DEAD	PaperEconomicAtomicCommit6632	keyFromAttempt	engine/truth/PaperEconomicAtomicCommit6632.kt
F_DEAD	PaperEconomicSnapshot6629	read6629	engine/truth/PaperEconomicSnapshot6629.kt
F_DEAD	PaperLearningSanity	configuredMaxTradeSol	engine/PaperLearningSanity.kt
F_DEAD	PaperLearningSanity	configuredMinTradeSol	engine/PaperLearningSanity.kt
F_DEAD	PaperLedgerDivergenceGuard6731	stamped	engine/truth/PaperLedgerDivergenceGuard6731.kt
F_DEAD	PaperLiveParityKernel6405	setLane	engine/truth/PaperLiveParityKernel6405.kt
F_DEAD	PaperPositionDustInvariant6460	enforce	engine/truth/PaperPositionDustInvariant6460.kt
F_DEAD	PaperQuantityRepresentation6514	effectiveRequested	engine/ExecutorPaperUtils.kt
F_DEAD	PaperTokenQuantityAuthority6509	journalSoldRaw	engine/truth/PaperTokenQuantityAuthority6509.kt
F_DEAD	PaperWalletStore	markMode	engine/PaperWalletStore.kt
F_DEAD	PartialSellMismatchDetector	latestForMint	engine/sell/PartialSellMismatchDetector.kt
F_DEAD	PartialSellMismatchDetector	mismatchCount	engine/sell/PartialSellMismatchDetector.kt
F_DEAD	PartialSellUnitTypes6461	toRatio	engine/truth/PartialSellUnitTypes6461.kt
F_DEAD	PatternAutoTuner	applyAutoTune	engine/PatternAutoTuner.kt
F_DEAD	PatternAutoTuner	getLastUpdateTs	engine/PatternAutoTuner.kt
F_DEAD	PatternAutoTuner	getTradesAnalyzed	engine/PatternAutoTuner.kt
F_DEAD	PatternClassifier	getFeatureName	engine/PatternClassifier.kt
F_DEAD	PeakDrawdownLock	lockPrice	engine/PeakDrawdownLock.kt
F_DEAD	PendingEntryProjectionGuard6461	pendingEntryPositions	engine/truth/PendingEntryProjectionGuard6461.kt
F_DEAD	PendingSellQueue	isTemporary	engine/PendingSellQueue.kt
F_DEAD	PerformanceAnalytics	lifetimeClosedCount	engine/PerformanceAnalytics.kt
F_DEAD	PerformanceDoctrine6727	belowTarget	engine/truth/PerformanceDoctrine6727.kt
F_DEAD	PerpsAdvancedAI	getBestTradingHours	perps/PerpsAdvancedAI.kt
F_DEAD	PerpsAdvancedAI	getCorrelatedPositions	perps/PerpsAdvancedAI.kt
F_DEAD	PerpsAdvancedAI	getSectorRotation	perps/PerpsAdvancedAI.kt
F_DEAD	PerpsAdvancedAI	isHighlyCorrelated	perps/PerpsAdvancedAI.kt
F_DEAD	PerpsAdvancedAI	isInHotSector	perps/PerpsAdvancedAI.kt
F_DEAD	PerpsAutoReplayLearner	getLayerAdjustments	perps/PerpsAutoReplayLearner.kt
F_DEAD	PerpsAutoReplayLearner	getTradeHistorySize	perps/PerpsAutoReplayLearner.kt
F_DEAD	PerpsAutoReplayLearner	isLearning	perps/PerpsAutoReplayLearner.kt
F_DEAD	PerpsCorrelationMatrix	analyzePortfolio	perps/PerpsCorrelationMatrix.kt
F_DEAD	PerpsCorrelationMatrix	getCorrelationMatrix	perps/PerpsCorrelationMatrix.kt
F_DEAD	PerpsCorrelationMatrix	getGroupMembers	perps/PerpsCorrelationMatrix.kt
F_DEAD	PerpsCorrelationMatrix	getMarketGroup	perps/PerpsCorrelationMatrix.kt
F_DEAD	PerpsDirection	isReadyForLive	perps/PerpsModels.kt
F_DEAD	PerpsExecutionEngine	getExecutionCount	perps/PerpsExecutionEngine.kt
F_DEAD	PerpsHandoffIdempotency6632	offerToPerps	engine/truth/PerpsHandoffIdempotency6632.kt
F_DEAD	PerpsLaneGate	isShadowEnabled	engine/PerpsLaneGate.kt
F_DEAD	PerpsLearningBridge	defaultLayersFor	perps/PerpsLearningBridge.kt
F_DEAD	PerpsLearningBridge	getAssetClassStats	perps/PerpsLearningBridge.kt
F_DEAD	PerpsLearningBridge	learnFromStockTrade	perps/PerpsLearningBridge.kt
F_DEAD	PerpsLearningBridge	recordMemeTrade	perps/PerpsLearningBridge.kt
F_DEAD	PerpsLearningBridge	reseedFrom	perps/PerpsLearningBridge.kt
F_DEAD	PerpsLearningInsightsPanel	analyzeAndGenerateInsights	perps/PerpsLearningInsightsPanel.kt
F_DEAD	PerpsLearningInsightsPanel	generateInsight	perps/PerpsLearningInsightsPanel.kt
F_DEAD	PerpsLearningInsightsPanel	getActionableInsights	perps/PerpsLearningInsightsPanel.kt
F_DEAD	PerpsLearningInsightsPanel	getHighPriorityInsights	perps/PerpsLearningInsightsPanel.kt
F_DEAD	PerpsLearningInsightsPanel	getInsightsByType	perps/PerpsLearningInsightsPanel.kt
F_DEAD	PerpsLearningInsightsPanel	getMarketInsights	perps/PerpsLearningInsightsPanel.kt
F_DEAD	PerpsMarketDataFetcher	getAllMarketsData	perps/PerpsMarketDataFetcher.kt
F_DEAD	PerpsMarketDataFetcher	refreshAllPrices	perps/PerpsMarketDataFetcher.kt
F_DEAD	PerpsMarketScanners	getLastScanTime	perps/PerpsMarketScanners.kt
F_DEAD	PerpsMarketScanners	getScannerStats	perps/PerpsMarketScanners.kt
F_DEAD	PerpsMarketScanners	getTotalScans	perps/PerpsMarketScanners.kt
F_DEAD	PerpsNotificationManager	notifyLearningMilestone	perps/PerpsNotificationManager.kt
F_DEAD	PerpsNotificationManager	notifyLiquidationWarning	perps/PerpsNotificationManager.kt
F_DEAD	PerpsNotificationManager	notifyMTFAlignment	perps/PerpsNotificationManager.kt
F_DEAD	PerpsNotificationManager	setSoundEnabled	perps/PerpsNotificationManager.kt
